0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2.274165638217149,2.2456390013359915,2.2037546603669558,2.186167755157499,2.2742879272333845,2.2136272822653784,2.2076954651513145,2.1641819854683173,2.1803831641564337,2.2749370077499345,2.3387742341354745,2.3177118358459436,2.200560135523437,2.2344735290752857,2.4237714049805525
2.325417117607609,2.3256815831079214,2.2526244057179183,2.2400663425364,2.24798944327688,2.2065678779208033,2.2175641951841043,2.1962261556809297,2.1363717956006063,2.2510569048292646,2.279592035055682,2.2314062444907403,2.1958852830851043,2.1557155184017693,2.2671252993128594
2.291524573633419,2.2058622021381846,2.1275525502423878,2.2119581755054813,2.290398218396784,2.2235835823112073,2.182351543760498,2.1683062457006863,2.1670289373938125,2.183626940568973,2.212140127774385,2.2434752513146883,2.241180982694015,2.1681726600127345,2.229733269816603
2.2326149715483297,2.2498178740074364,2.267332491761977,2.2683870995922915,2.0730061330817104,2.1412823564967174,2.093533303915812,2.0897490128065885,1.9832670713782707,2.0701648954791154,2.210341489559566,2.161004155855451,2.1503391901168403,2.0538722945503416,2.130229708057786
2.2574009492511053,2.2529768769434146,2.23617017055067,2.1811871091335386,2.3301498239322216,2.169420321865874,2.166783528509756,2.13962532102334,2.0990813610408505,2.2226438888472884,2.2286539681617303,2.2283695521002627,2.277872385733251,2.219979036922475,2.2553908839059273
2.24603882025643,2.201517770754566,2.2346724774159554,2.2252025614299757,2.2263538683314783,2.2564503596407364,2.2100632901966777,2.1643012103606183,2.171779278077755,2.1837982344788522,2.1205403657932487,2.1754920303585576,2.183893512518465,2.1414517409923315,2.0844244233928637
2.3662001891174573,2.274093042146749,2.2300856654002374,2.1191545310774083,2.2603545196182075,2.1675728197651463,2.1519243491866593,2.135284874151352,2.153172481959874,2.261446056981606,2.2082810052953814,2.1931765452853687,2.148299164634576,2.1391267625825465,2.2161395518144222
2.21876367645113,2.2479588874340917,2.161214243176256,2.1035231139194335,2.171382010471469,2.428522690628792,2.3515497012314266,2.2761717914835775,2.3248677414366052,2.38155698930332,2.321901834125317,2.3148240699944624,2.2815005026526105,2.219543580925655,2.2504132975979854
2.3463619391066586,2.3132198907686794,2.3286085107717325,2.213325918308471,2.3610185584498393,2.0951983469099407,2.14294799200027,2.1357081166754983,2.032705853208529,2.1776998621545416,2.204701879523684,2.192478633204836,2.161912865275314,1.9939401525227631,2.196467545105376
2.243731126927141,2.230457245861189,2.1439168165533795,2.097225763409561,2.2765847440415414,2.162413887607849,2.189862167317119,2.1691444502436465,2.1624104776533564,2.13228090308865,2.2014479931201665,2.16574754267439,2.1457948308107326,2.164459641437579,2.178333638894265
2.3294446016331487,2.3748472250028554,2.3767178229653103,2.199255294760457,2.2126092901421384,2.1335019978456065,2.0672203963944877,2.0995561052737552,1.9489000400455834,1.7247763642556426,2.2268696529129635,2.2374047684594873,2.185292163448229,1.8906300827239593,1.9461924440085623
2.0958419589871093,2.0564854688851857,2.0777315861563928,2.0345054982483806,2.245207396612198,2.2726241721613283,2.2281381552595905,2.202813015936622,2.014639886644348,2.23293214342195,2.274914132312802,2.235149687991865,2.21753356480118,2.1330188524405953,2.2304537324474887
2.1105422663187183,2.1602221190993975,2.12587984549838,2.01813167057316,2.043485543545664,2.1425027239352588,2.114481864465919,2.1131078278390656,2.0266151076819305,1.9833085987506949,2.2570154566934533,2.2298324995753522,2.1797467301175453,1.990951857373865,1.8357983442031307
2.121346447365566,2.0981844206744196,2.0800106559587555,1.990806586235056,1.7897918873516914,2.342536256802649,2.427379025592413,2.3344833200206314,2.1500992017599216,2.363329829449023,2.1734652338433906,2.149279455247953,2.075495850196082,1.9388718337515762,2.037692998979384
2.158215995566579,2.1328386876625083,2.0428835451180745,1.8890547737464243,1.970995874060293,2.201632888675079,2.117711309525009,2.057690826152426,2.0638735375480217,2.106498097170122,2.279874725602197,2.2100554196679845,2.200808922884478,2.0900407582445935,2.1917085595431227
2.3246382902131932,2.2426367213989162,2.140957204991379,2.1048864387939945,2.226288946225667,2.0860590215704344,2.08255612108921,2.1618555600837457,2.0356133039963917,2.175239891475,2.165727330100682,2.117273318349811,2.1481819798658157,2.1600235742583784,2.096906560901017
