,expName,subject,pairs,cs1,cs2,block,trial,condition,rating,rt,shock,picName,timestamp,morphing level,gender
0,LookAtMe,6,2,1,2,1,1,31,3.0,1.3454942237585783,False,stim\5 F053C + F048C.jpg,2018-12-20 09:30:00,1,1
1,LookAtMe,6,2,1,2,1,2,36,3.0,0.4910336981993168,False,stim\6 F053C.jpg,2018-12-20 09:30:09,6,1
2,LookAtMe,6,2,1,2,1,3,26,3.0,0.5268817786127329,False,stim\3 M078C + M057C.jpg,2018-12-20 09:30:18,6,0
3,LookAtMe,6,2,1,2,1,4,21,3.0,0.5708524431101978,False,stim\4 M078C.jpg,2018-12-20 09:30:27,1,0
4,LookAtMe,6,2,1,2,1,5,31,2.0,0.6180747854523361,False,stim\5 F053C + F048C.jpg,2018-12-20 09:30:38,1,1
5,LookAtMe,6,2,1,2,1,6,21,2.0,1.3058791609946638,False,stim\4 M078C.jpg,2018-12-20 09:30:47,1,0
6,LookAtMe,6,2,1,2,1,7,26,2.0,0.5797980125062168,False,stim\3 M078C + M057C.jpg,2018-12-20 09:30:55,6,0
7,LookAtMe,6,2,1,2,1,8,36,2.0,0.5565440992359072,False,stim\6 F053C.jpg,2018-12-20 09:31:04,6,1
8,LookAtMe,6,2,1,2,1,9,21,2.0,0.5761779595632106,False,stim\4 M078C.jpg,2018-12-20 09:31:13,1,0
9,LookAtMe,6,2,1,2,1,10,26,2.0,0.6795129273086786,False,stim\3 M078C + M057C.jpg,2018-12-20 09:31:23,6,0
10,LookAtMe,6,2,1,2,1,11,36,1.0,0.8522779173217714,False,stim\6 F053C.jpg,2018-12-20 09:31:32,6,1
11,LookAtMe,6,2,1,2,1,12,31,1.0,0.4653477871324867,False,stim\5 F053C + F048C.jpg,2018-12-20 09:31:41,1,1
12,LookAtMe,6,2,1,2,1,13,26,1.0,0.7817034081090242,False,stim\3 M078C + M057C.jpg,2018-12-20 09:31:50,6,0
13,LookAtMe,6,2,1,2,1,14,31,1.0,0.4168400375638157,False,stim\5 F053C + F048C.jpg,2018-12-20 09:32:00,1,1
14,LookAtMe,6,2,1,2,1,15,36,1.0,0.5172400220762938,False,stim\6 F053C.jpg,2018-12-20 09:32:10,6,1
